year,month,day,hour,minute,seconds,jday,wv_height,wnd_dir,wnd_spd,wnd_gspd,atm_prs,air_temp
2.0100000e+03,1.0000000e+01,5.0000000e+00,2.0000000e+00,4.3000000e+01,0.0000000e+00,2.7811319e+02,3.1300000e+00,2.0700000e+02,1.2800000e+01,1.5600000e+01,1.0235000e+03,1.2700000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,3.0000000e+00,4.3000000e+01,0.0000000e+00,2.7815486e+02,3.2400000e+00,1.9800000e+02,1.3300000e+01,1.6000000e+01,1.0230000e+03,1.3300000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,4.0000000e+00,4.3000000e+01,0.0000000e+00,2.7819653e+02,3.3800000e+00,1.9400000e+02,1.4400000e+01,1.7300000e+01,1.0223000e+03,1.3400000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,5.0000000e+00,4.3000000e+01,0.0000000e+00,2.7823819e+02,3.4700000e+00,1.9400000e+02,1.3600000e+01,1.6800000e+01,1.0221000e+03,1.3600000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,6.0000000e+00,4.3000000e+01,0.0000000e+00,2.7827986e+02,3.5500000e+00,1.9800000e+02,1.3500000e+01,1.6300000e+01,1.0219000e+03,1.4000000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,7.0000000e+00,4.3000000e+01,0.0000000e+00,2.7832153e+02,3.6800000e+00,2.0100000e+02,1.3200000e+01,1.6700000e+01,1.0216000e+03,1.4400000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,8.0000000e+00,4.3000000e+01,0.0000000e+00,2.7836319e+02,3.7100000e+00,2.0400000e+02,1.3700000e+01,1.7000000e+01,1.0211000e+03,1.4700000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,9.0000000e+00,4.3000000e+01,0.0000000e+00,2.7840486e+02,4.1200000e+00,2.0700000e+02,1.3100000e+01,1.6300000e+01,1.0211000e+03,1.4800000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.0000000e+01,4.3000000e+01,0.0000000e+00,2.7844653e+02,4.1600000e+00,2.1000000e+02,1.2800000e+01,1.5300000e+01,1.0213000e+03,1.5000000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.1000000e+01,4.3000000e+01,0.0000000e+00,2.7848819e+02,3.9400000e+00,2.0800000e+02,1.2200000e+01,1.4300000e+01,1.0213000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.2000000e+01,4.3000000e+01,0.0000000e+00,2.7852986e+02,4.0600000e+00,2.0900000e+02,1.2000000e+01,1.5000000e+01,1.0218000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.3000000e+01,4.3000000e+01,0.0000000e+00,2.7857153e+02,4.0900000e+00,2.0500000e+02,1.1400000e+01,1.3900000e+01,1.0219000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.4000000e+01,4.3000000e+01,0.0000000e+00,2.7861319e+02,3.8800000e+00,2.0900000e+02,1.1100000e+01,1.4100000e+01,1.0225000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.5000000e+01,4.3000000e+01,0.0000000e+00,2.7865486e+02,3.9700000e+00,2.0300000e+02,1.1500000e+01,1.4600000e+01,1.0222000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.6000000e+01,4.3000000e+01,0.0000000e+00,2.7869653e+02,4.0200000e+00,2.0400000e+02,1.0900000e+01,1.3100000e+01,1.0228000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.7000000e+01,4.3000000e+01,0.0000000e+00,2.7873819e+02,3.8100000e+00,1.9900000e+02,1.1000000e+01,1.3300000e+01,1.0231000e+03,1.5200000e+01
2.0100000e+03,1.0000000e+01,5.0000000e+00,1.8000000e+01,4.3000000e+01,0.0000000e+00,2.7877986e+02,3.7700000e+00,2.0200000e+02,1.0900000e+01,1.3200000e+01,1.0238000e+03,1.5200000e+01
